"sidoNm","name","address","beerType","desc","naverUrl","homepageUrl","x","y"
"경기","엘리펀트캐슬","경기 수원시 팔달구 신풍로23번길 28","탭룸",,"https://map.naver.com/v5/entry/place/1352303121",,"127.01341735728697","37.28366830573709"
"경기","노군맥주이층","경기 수원시 영통구 아주로4번길 16 2층","탭룸",,"http://naver.me/FS6Gj2S6",,"127.04494931990328","37.275089372498705"
"경기","바틀5150","경기 양주시 장흥면 호국로 176-16","바틀샵",,"http://naver.me/FpXMKXkz",,"126.94156247973768","37.715911021845024"
"경기","후펍","경기 용인시 처인구 포곡읍 포곡로61번길 6","탭룸",,"http://naver.me/GrSq2Pnj",,"127.21286778803753","37.26789818895645"
"경기","노군수제맥주 화성시청점","경기 화성시 남양읍 역골동로 9-16 1층","탭룸",,"http://naver.me/5cTNFnTZ",,"126.82871429827082","37.202490503299614"
"경기","버드나무 크래프트","경기 화성시 동탄대로 181 ","탭룸","강원도 버드나무 브루어리의 탭룸입니다","https://naver.me/GsTOlacQ	",,"37.1720762292297","127.104078001389"
"경기","크래머리 브루어리","경기 가평군 상면 청군로 429","브루펍",,"https://map.naver.com/v5/entry/place/1829721672",,"127.39436646647626","37.760321199051944"
"경기","매직트리브루어리","경기 용인시 처인구 백령로 39 ","브루펍",,"https://map.naver.com/v5/entry/place/1339365964",,"127.19230005698827","37.26282806660151"
"경기","아트몬스터 성복역점","경기 용인시 수지구 성복2로 51 A동 105호, 106호","브루펍",,"https://map.naver.com/v5/entry/place/1101792922",,"127.07885893579697","37.31363628434012"
"경기","세븐브로이펍_중동점","경기 부천시 원미구 중동 조마루로291번길 56","브루펍",,"https://map.naver.com/v5/entry/place/1926749539",,"126.77562250769267","37.50005646792257"
"경기","몰티스 브루펍 ","경기 고양시 일산동구 하늘마을1로 16-10 에스플러스타워 1층","탭룸","10/02 영업종료","http://naver.me/GnG0Lysk",,"126.78710693026287","37.6745564131723"
"경기","이스트앤박테리아","경기 수원시 팔달구 정조로892번길 17 1층","탭룸",,"http://naver.me/59eURL00",,"127.0160438869429","37.287931436478736"
"경기","펀더멘탈 브루잉","경기 수원시 영통구 매영로269번길 61","브루펍",,"https://map.naver.com/v5/entry/place/1906851257",,"127.06772488808122","37.25978047272948"
"경기","히든트랙브루잉","경기 양주시 화합로 1754","브루펍",,"https://map.naver.com/v5/entry/place/1067287990",,"127.10097562036157","37.84016887934481"
"경기","헤이스탁 브루어리","경기 성남시 분당구 판교공원로3길 25","브루펍",,"https://map.naver.com/v5/entry/place/1648457728",,"127.0890578469614","37.391246476110176"
"경기","세븐브로이펍_향남점","경기 화성시 향남읍 발안로 64","브루펍",,"https://map.naver.com/v5/entry/place/38002814",,"126.91724224741479","37.13142639942774"
"경기","후안즈","경기 성남시 분당구 판교공원로2길 55 ","탭룸",,"http://naver.me/IFjFsf3w",,"127.09195979288691","37.389870692072535"
"경기","맥다방","경기 고양시 일산서구 고양대로672번길 21","탭룸",,"http://naver.me/FHYMnQAH",,"126.77025888025156","37.68322256729726"
"경기","위클리비어","충남 천안시 서북구 서부대로 688 1동 1층 115호","탭룸","","https://naver.me/xYQWHRYz",,"36.8284219631106","127.133561671246"
"경기","그링고","경기 이천시 어재연로 45","탭룸","이천의 작은 마방, 명품맥덕님이 운영하시는 펍","https://map.naver.com/v5/entry/place/1589616796",,"37.2803531205547","127.445979541345"
"경상","가나다라브루어리","경북 문경시 문경대로 625-1","브루펍",,"https://map.naver.com/v5/entry/place/1073000773",,"128.15633169064427","36.61483552923135"
"경상","위캔드커먼","경북 경주시 원효로 152-2","바틀샵","매주 금,토,일 만 오픈하는 바틀샵입니다.","http://naver.me/FS6UukVf",,"129.2176619290878","35.841699898017154"
"경상","완벽한인생","경남 남해군 삼동면 독일로 30 ","브루펍",,"https://map.naver.com/v5/entry/place/1748738946",,"128.0435746676679","34.79733880876267"
"경상","다이노 브루잉","경남 창원시 진해구 중원로86번길 22-2","브루펍",,"https://map.naver.com/v5/entry/place/1166468718",,"128.6623470167878","35.151445297369904"
"경상","진주탭룸","경남 진주시 신평공원길7번길 12","탭룸",,"http://naver.me/GEAIf39z",,"128.0645030220353","35.170788200305736"
"경상","안동가옥","경북 안동시 문화광장길 16-7 1층","브루펍","안동의 로컬 브루펍","https://map.naver.com/v5/entry/place/1150887058",,"128.73077506460393","36.56384588297058"
"경상","화수브루어리 경주점","경북 경주시 보문로 465-67 A동 1층 101호","브루펍",,"https://map.naver.com/v5/entry/place/1460607344",,"129.29025829515322","35.83967061064142"
"경상","라미브루잉","경남 창원시 성산구 삼귀로 177","브루펍",,"https://map.naver.com/v5/entry/place/1107059524",,"128.59816083018742","35.16977870906341"
"경상","라인도이치","경남 통영시 미우지해안로 103","브루펍",,"https://map.naver.com/v5/entry/place/1051932938",,"128.39626157309658","34.82563356414625"
"경상","흐흐흐","경북 경주시 태종로727번길 23-1 1층","탭룸 ",,"https://map.naver.com/v5/entry/place/1598924400",,"129.20771406235514","35.84130367122946"
"경상","화수브루어리 경주점","경북 경주시 보문로 465-67 A동 1층 101호","브루펍",,"https://map.naver.com/v5/entry/place/1460607344",,"129.29025829515322","35.83967061064142"
"경상","경산브루어리","경북 경산시 경산로42길 4","브루펍",,"https://map.naver.com/v5/entry/place/1176921335",,"128.72641435340182","35.82675160722528"
"경상","화이트래빗","경남 창원시 마산합포구 오동북5길 23","탭룸","서점과 같은 분위기의 펍","http://naver.me/FIpPyQ6N",,"128.57981953278812","35.207966451960694"
"경상","한우돌곱창","경남 창원시 마산회원구 양덕서8길 25 한일타운 상가 지하1층 한우돌곱창"," 곱창집","곱창과 같이 수제맥주를 드셔보세요","http://naver.me/IDB11vUL",,"128.579415","35.2318996"
"경상","통영맥주","경남 통영시 항북길 53","브루펍","목욕탕을 개조한 맥주집입니다.","http://naver.me/FEJdzxDn",,"128.42939587324722","34.844760312539336"
"경상","호피홀리데이","경북 의성군 안계면 소보안계로 2068","공방",,"http://naver.me/xWNTLQWm",,"128.4358520024575","36.384122702085584"
"경상","별맥","경북 경산시 압량읍 인안길20길 1","브루펍",,"https://map.naver.com/v5/entry/place/1130758874",,"128.78955138476118","35.85892965863831"
"광주","비아브루어리","광주 광산구 임방울대로826번길 47","브루펍",,"https://map.naver.com/v5/entry/place/1995857688",,"126.84920626133507","35.215306469834594"
"대구","칠곡브루어리","대구 북구 학정로 435 1층","브루펍",,"https://map.naver.com/v5/entry/place/1097342920",,"128.56330431699882","35.94356114413742"
"대구","브루어스 브라더스","대구 중구 종로 29","탭룸",,"https://map.naver.com/v5/entry/place/36886538",,"128.59171444273116","35.86851267012383"
"대구","데니쉬옐로우","대구 중구 국채보상로 527","바틀샵",,"https://map.naver.com/v5/entry/place/672702408",,"128.58846064775787","35.870409899791504"
"대구","언더브루","대구 중구 봉산문화길 38 ","탭룸",,"https://map.naver.com/v5/entry/place/1310960528",,"128.5980191407368","35.861805984757595"
"대구","퍼센트","대구 중구 대봉로 206","탭룸",,"https://map.naver.com/v5/entry/place/37485743",,"128.60213236170344","35.857059964469485"
"대구","네모펍","대구 중구 동덕로 84-3","탭룸",,"https://map.naver.com/v5/entry/place/1315870109",,"128.60350875319185","35.86237957790257"
"대구","더키크래프트","대구 수성구 범어로19길 35","탭룸",,"https://map.naver.com/v5/entry/place/1004823965",,"128.6338623164313","35.85779435801392"
"대구","버내너펍","대구 중구 문우관길 19","탭룸",,"https://map.naver.com/v5/entry/place/1257635986",,"128.59005305521075","35.864435248997104"
"대구","엠버스펍","대구 수성구 들안로 386","탭룸",,"https://map.naver.com/v5/entry/place/1547405526",,"128.618385462274","35.86460397735473"
"대구","대도양조장","대구 중구 동덕로14길 47","브루펍",,"https://map.naver.com/v5/entry/place/1355507817",,"128.60647558837982","35.86075473219265"
"대구","잭스펍","대구 북구 산격로6길 13 ","탭룸",,"https://map.naver.com/v5/entry/place/1957109700",,"128.60675484312773","35.89265319937101"
"대구","블루솔트","대구 중구 경상감영길 210 1층","탭룸",,"https://map.naver.com/v5/entry/place/1522947979",,"128.59878756398822","35.871598048423934"
"대전","홉홉","대전 서구 갈마역로25번길 7 ","탭룸",,"https://map.naver.com/v5/entry/place/1710050311",,"127.37378901646743","36.35269943992047"
"대전","홉홉플래닛","대전 유성구 대덕대로590번길 12-13 ","탭룸",,"https://map.naver.com/v5/entry/place/1438661894",,"127.37957797216276","36.38499440365016"
"대전","더랜치펍","대전 유성구 궁동로18번길 88 ","탭룸",,"http://naver.me/F36Exq7J",,"127.35222939818367","36.36268266535306"
"대전","리틀탭","대전 유성구 노은로 150","탭룸","스타우트, 임페리얼 스타우트 전문.","http://naver.me/FJHivon",,"127.31841412915024","36.37294547317908"
"대전","크래프트피피","대전 서구 대덕대로175번길 60 메르하우젠","탭룸",,"http://naver.me/Fa3SHZlb",,"127.37418218950123","36.35072540530004"
